ID	TRAIT	CHR	POS	P_WGS	BETA_WGS	AC_WGS	AF_WGS	N_WGS	P_WES_FE	BETA_WES_FE	TOP_EXON	N_IMP	GENOCNT_IMP	MAF_IMP	P_IMP	BETA_IMP	TYPE	DR2_IMP	AF_IMP_CALLSET	maxR2	EXON_R2_BATCH1	EXON_R2_BATCH2	exon_r2_ave	imp_r2_higher	combined_p
CNV_chr12_99954107_99985524	FAw3_combined	12	99954107	0.0009294	-0.7802	15	0.00533238535371	2813	NA	NA	NA	5940	5898/42/0	0.0036	0.2809	0.2043	<DUP>	0.67	0.0039	0.968	NA	NA	NA	TRUE	0.00241507328312546
CNV_chr12_100015595_100028194	FAw3_combined	12	100015595	0.0009294	-0.7802	15	0.00533238535371	2813	0.113429	0.0471123	12:100451806-100453312	5940	5897/43/0	0.0035	0.1937	0.2291	<DUP>	0.77	0.0038	0.968	0.408	0.302	0.355	TRUE	0.00173227333244858
CNV_chr12_100036778_100060623	FAw3_combined	12	100036778	0.0009294	-0.7802	15	0.00533238535371	2813	0.113429	0.0471123	12:100451806-100453312	5940	5897/43/0	0.0034	0.1883	0.2296	<DUP>	0.8	0.0037	0.968	0.408	0.302	0.355	TRUE	0.00168892887946558
CNV_chr12_100051350_100066521	FAw3_combined	12	100051350	0.0009294	-0.7802	15	0.00533238535371	2813	0.113429	0.0471123	12:100451806-100453312	5940	5896/44/0	0.00341	0.188	0.2281	<DUP>	0.81	0.0038	0.968	0.408	0.302	0.355	TRUE	0.00168651667180192
CNV_chr12_100066159_100078675	FAw3_combined	12	100066159	0.0009294	-0.7802	15	0.00533238535371	2813	0.113429	0.0471123	12:100451806-100453312	5940	5896/44/0	0.00343	0.1862	0.2269	<DUP>	0.82	0.0038	0.968	0.408	0.302	0.355	TRUE	0.00167203405741056
CNV_chr16_54384387_54386492	FAw3_combined	16	54384387	0.0007115	0.9756	12	0.00426590828297	2813	NA	NA	NA	5940	5909/31/0	0.0036	0.4854	-0.1275	<DEL>	0.73	0.0028	0.411	NA	NA	NA	TRUE	0.00309821477760415
CNV_chr6_97965921_97968363	FAw6_combined	6	97965921	0.0002367	0.7234	26	0.00924280127977	2813	NA	NA	NA	5940	5889/51/0	0.0043	0.7232	0.05366	<DEL>	0.83	0.0038	1	NA	NA	NA	TRUE	0.00165580152382521
CNV_chr2_223000717_223005146	LA_combined	2	223000717	0.0005064	0.1751	410	0.145751866335	2813	NA	NA	NA	5940	5029/878/33	0.07951	0.948	0.002241	<DEL>	1	0.079	0.998	NA	NA	NA	TRUE	0.00414854125712945
CNV_chr4_35145131_35150659	MUFA_combined	4	35145131	4.566e-05	-0.2484	282	0.10024884465	2813	NA	NA	NA	5940	5317/605/18	0.0553	0.7807	-0.01117	<DEL>	0.97	0.0518	0.993	NA	NA	NA	TRUE	0.000400735631335353
CNV_chr6_97965921_97968363	MUFA_combined	6	97965921	0.0001021	0.763	26	0.00924280127977	2813	NA	NA	NA	5940	5889/51/0	0.0043	0.9532	-0.00872	<DEL>	0.83	0.0038	1	NA	NA	NA	TRUE	0.000996329976312756
CNV_chr7_65683444_65765963	MUFA_combined	7	65683444	0.0001177	-0.5375	47	0.016708140775	2813	NA	NA	NA	5940	5913/27/0	0.00589	0.5707	0.1115	<DUP>	0.52	0.0082	0.967	NA	NA	NA	TRUE	0.000712571780944659
CNV_chr7_65696362_65697416	MUFA_combined	7	65696362	0.0004632	-0.4752	43	0.0152861713473	2813	NA	NA	NA	5940	5913/27/0	0.00712	0.6261	0.1204	<DUP>	0.3	0.009	0.678	NA	NA	NA	TRUE	0.00265231014038316
CNV_chr7_65765019_65767090	MUFA_combined	7	65765019	0.0002411	-0.5069	48	0.0170636331319	2813	NA	NA	NA	5940	5913/27/0	0.00694	0.5662	0.1195	<DUP>	0.4	0.0091	0.957	NA	NA	NA	TRUE	0.00135133517002889
CNV_chr7_65784681_65786910	MUFA_combined	7	65784681	2.173e-05	-0.6261	41	0.0145751866335	2813	NA	NA	NA	5940	5913/27/0	0.00583	0.5403	0.1521	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.000145026615081215
CNV_chr7_65792512_65794650	MUFA_combined	7	65792512	0.0001665	-0.5504	42	0.0149306789904	2813	NA	NA	NA	5940	5914/26/0	0.00651	0.6369	0.1142	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00107652088443336
CNV_chr8_17440786_17446899	MUFA_combined	8	17440786	0.0008899	-0.5312	40	0.0142196942766	2813	NA	NA	NA	5940	5869/71/0	0.00606	0.8258	0.02657	<DEL>	0.93	0.0049	1	NA	NA	NA	TRUE	0.00603762537141264
CNV_chr10_59602207_59605281	MUFA_combined	10	59602207	0.000848	-0.2662	162	0.0575897618201	2813	NA	NA	NA	5940	5581/356/3	0.03043	0.3672	-0.04776	<DEL>	1	0.0321	0.996	NA	NA	NA	TRUE	0.0028256619456149
CNV_chr17_4660370_4662834	MUFA_combined	17	4660370	0.0009105	-0.6152	29	0.0103092783505	2813	NA	NA	NA	5940	5878/62/0	0.00548	0.1054	-0.2469	<DEL>	0.61	0.0047	0.249	NA	NA	NA	TRUE	0.000983803517700718
CNV_chr17_20707733_20711276	MUFA_combined	17	20707733	0.0005131	0.2228	265	0.0942054745823	2813	NA	NA	NA	5940	5391/527/22	0.0481	0.5003	0.02814	<DEL>	1	0.0479	1	NA	NA	NA	TRUE	0.002379026045719
CNV_chr21_35228185_35230084	MUFA_combined	21	35228185	0.0006197	0.2122	277	0.0984713828653	2813	NA	NA	NA	5940	5353/572/15	0.05036	0.6628	0.01869	<DEL>	0.93	0.0486	0.915	NA	NA	NA	TRUE	0.00361348360234804
CNV_chr4_35145131_35150659	PUFA_combined	4	35145131	0.0007612	-0.2055	282	0.10024884465	2813	NA	NA	NA	5940	5317/605/18	0.0553	0.6752	0.01715	<DEL>	0.97	0.0518	0.993	NA	NA	NA	TRUE	0.0044063836996345
CNV_chr6_97965921_97968363	PUFA_combined	6	97965921	0.0001029	0.7637	26	0.00924280127977	2813	NA	NA	NA	5940	5889/51/0	0.0043	0.7588	0.04655	<DEL>	0.83	0.0038	1	NA	NA	NA	TRUE	0.000816548116208413
CNV_chr11_102432653_102436752	PUFA_combined	11	102432653	0.000579	-0.4762	50	0.0177746178457	2813	NA	NA	NA	5940	5831/109/0	0.00916	0.5736	0.05543	<DEL>	0.97	0.0109	1	NA	NA	NA	TRUE	0.00299236106282363
CNV_chr4_35145131_35150659	SFA_combined	4	35145131	7.804e-05	-0.2387	282	0.10024884465	2813	NA	NA	NA	5939	5316/605/18	0.05531	0.3536	-0.03746	<DEL>	0.97	0.0518	0.993	NA	NA	NA	TRUE	0.000317283299264694
CNV_chr6_97965921_97968363	SFA_combined	6	97965921	0.000105	0.7634	26	0.00924280127977	2813	NA	NA	NA	5939	5888/51/0	0.0043	0.5614	0.08692	<DEL>	0.83	0.0038	1	NA	NA	NA	TRUE	0.000633024277342193
CNV_chr7_65683444_65765963	SFA_combined	7	65683444	0.0008993	-0.4615	47	0.016708140775	2813	NA	NA	NA	5939	5912/27/0	0.00589	0.7814	0.05479	<DUP>	0.52	0.0082	0.967	NA	NA	NA	TRUE	0.00580480444982315
CNV_chr7_65784681_65786910	SFA_combined	7	65784681	0.0001377	-0.5611	41	0.0145751866335	2813	NA	NA	NA	5939	5912/27/0	0.00583	0.7126	0.0918	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.00100374714455555
CNV_chr7_65792512_65794650	SFA_combined	7	65792512	0.0002697	-0.531	42	0.0149306789904	2813	NA	NA	NA	5939	5913/26/0	0.00651	0.8039	0.06016	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00204594065441457
CNV_chr22_19583997_19586275	SFA_combined	22	19583997	0.0007632	-0.172	461	0.163881976538	2813	NA	NA	NA	5939	5334/597/8	0.07844	0.07245	0.09147	<DEL>	0.44	0.0796	0.098	NA	NA	NA	TRUE	0.000597331006806788
CNV_chr2_154039233_154042682	DHA_FA_combined	2	154039233	0.0007982	0.09654	1526	0.542481336651	2813	NA	NA	NA	5940	2767/2624/549	0.31337	0.7713	-0.005898	<DEL>	1	0.3002	0.995	NA	NA	NA	TRUE	0.00516705925455942
CNV_chr3_125953405_125957560	DHA_FA_combined	3	125953405	0.0002138	-0.1705	493	0.175257731959	2813	NA	NA	NA	5940	4906/979/55	0.09166	0.5805	-0.01782	<DEL>	1	0.0985	1	NA	NA	NA	TRUE	0.0012404059163706
CNV_chr3_192643777_192646353	DHA_FA_combined	3	192643777	0.0003272	-1.151	10	0.00355492356914	2813	NA	NA	NA	5940	5923/17/0	0.00142	0.9598	0.01335	<DEL>	0.81	0.0017	0.606	NA	NA	NA	TRUE	0.00284713647260795
CNV_chr6_158239012_158241603	DHA_FA_combined	6	158239012	0.0003116	0.1004	1335	0.474582296481	2813	NA	NA	NA	5940	1264/2974/1702	0.47307	0.0585	-0.03744	<DUP>	0.88	0.5283	0.961	NA	NA	NA	TRUE	0.000217148539627344
CNV_chr7_70854915_70900509	DHA_FA_combined	7	70854915	0.0003739	-1.128	10	0.00355492356914	2813	NA	NA	NA	5940	5925/15/0	0.00178	0.5999	0.1446	<DUP>	0.61	0.002	0.411	NA	NA	NA	TRUE	0.00210900853849505
CNV_chr18_48995537_48996936	DHA_FA_combined	18	48995537	0.0003421	0.3165	127	0.0451475293281	2813	NA	NA	NA	5940	5628/309/3	0.02578	0.7523	0.01883	<DEL>	0.96	0.0242	0.984	NA	NA	NA	TRUE	0.00238446444897357
CNV_chr2_398990_400291	FAw3_FA_combined	2	398990	0.0002184	0.1033	1443	0.512975471027	2813	NA	NA	NA	5940	2103/2850/987	0.39618	0.6159	-0.009939	<DEL>	0.9	0.3793	0.983	NA	NA	NA	TRUE	0.0013335377438549
CNV_chr2_154039233_154042682	FAw3_FA_combined	2	154039233	0.0005698	0.09928	1526	0.542481336651	2813	NA	NA	NA	5940	2767/2624/549	0.31337	0.4765	-0.01445	<DEL>	1	0.3002	0.995	NA	NA	NA	TRUE	0.00250101504749365
CNV_chr3_125953405_125957560	FAw3_FA_combined	3	125953405	0.0003716	-0.1641	493	0.175257731959	2813	NA	NA	NA	5940	4906/979/55	0.09166	0.8543	-0.005932	<DEL>	1	0.0985	1	NA	NA	NA	TRUE	0.00287463361406005
CNV_chr3_192643777_192646353	FAw3_FA_combined	3	192643777	0.0004885	-1.118	10	0.00355492356914	2813	NA	NA	NA	5940	5923/17/0	0.00142	0.5451	-0.1598	<DEL>	0.81	0.0017	0.606	NA	NA	NA	TRUE	0.00245803171875111
CNV_chr5_42628425_42630924	FAw3_FA_combined	5	42628425	0.000765	0.1052	1292	0.459296125133	2813	NA	NA	NA	5940	3210/2327/403	0.26382	0.6978	0.008451	<DEL>	1	0.2656	0.998	NA	NA	NA	TRUE	0.00455637230259427
CNV_chr7_70854915_70900509	FAw3_FA_combined	7	70854915	2.347e-05	-1.342	10	0.00355492356914	2813	NA	NA	NA	5940	5925/15/0	0.00178	0.3865	0.2384	<DUP>	0.61	0.002	0.411	NA	NA	NA	TRUE	0.000114390992423296
CNV_chr18_48995537_48996936	FAw3_FA_combined	18	48995537	7.192e-05	0.3511	127	0.0451475293281	2813	NA	NA	NA	5940	5628/309/3	0.02578	0.807	-0.01457	<DEL>	0.96	0.0242	0.984	NA	NA	NA	TRUE	0.000624178644207744
CNV_chr4_125763517_125775427	FAw6_FA_combined	4	125763517	0.0007952	-1.01	11	0.00391041592606	2813	NA	NA	NA	5940	5923/17/0	0.00144	0.07592	0.4306	<DEL>	0.92	0.0023	0.699	NA	NA	NA	TRUE	0.000646881041235616
CNV_chr5_74886684_74891209	FAw6_FA_combined	5	74886684	0.0004745	-0.313	129	0.0458585140419	2813	NA	NA	NA	5940	5708/231/1	0.02144	0.01619	0.1687	<DEL>	0.83	0.0197	1	NA	NA	NA	TRUE	9.81519018607912e-05
CNV_chr6_63957151_63958450	FAw6_FA_combined	6	63957151	0.0003272	0.1134	1233	0.438322076075	2813	NA	NA	NA	5940	3429/2190/321	0.23786	0.4063	0.01825	<DEL>	0.99	0.2389	0.97	NA	NA	NA	TRUE	0.00131952308576036
CNV_chr7_65683444_65765963	FAw6_FA_combined	7	65683444	0.0001843	0.5222	47	0.016708140775	2813	NA	NA	NA	5940	5913/27/0	0.00589	0.9515	-0.01214	<DUP>	0.52	0.0082	0.967	NA	NA	NA	TRUE	0.00169200323359018
CNV_chr7_65696362_65697416	FAw6_FA_combined	7	65696362	0.0001454	0.5157	43	0.0152861713473	2813	NA	NA	NA	5940	5913/27/0	0.00712	0.9099	0.02837	<DUP>	0.3	0.009	0.678	NA	NA	NA	TRUE	0.00131379218937149
CNV_chr7_65765019_65767090	FAw6_FA_combined	7	65765019	0.0007032	0.4681	48	0.0170636331319	2813	NA	NA	NA	5940	5913/27/0	0.00694	0.9041	0.02549	<DUP>	0.4	0.0091	0.957	NA	NA	NA	TRUE	0.00531541487375689
CNV_chr7_65784681_65786910	FAw6_FA_combined	7	65784681	9.049e-05	0.5776	41	0.0145751866335	2813	NA	NA	NA	5940	5913/27/0	0.00583	0.9559	0.01395	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.000895733474038162
CNV_chr7_65792512_65794650	FAw6_FA_combined	7	65792512	0.0004587	0.5125	42	0.0149306789904	2813	NA	NA	NA	5940	5914/26/0	0.00651	0.9451	0.01691	<DUP>	0.31	0.0083	0.863	NA	NA	NA	TRUE	0.00379049323952578
CNV_chr12_40483869_40485084	FAw6_FA_combined	12	40483869	0.0007602	0.1466	463	0.164592961251	2813	NA	NA	NA	5940	4815/1066/59	0.09321	0.8712	-0.005907	<DUP>	0.79	0.0923	0.838	NA	NA	NA	TRUE	0.00551009747639717
CNV_chr3_1886237_1887836	MUFA_FA_combined	3	1886237	0.0009753	0.5958	31	0.0110202630643	2813	NA	NA	NA	5940	5898/42/0	0.00287	0.3189	0.2032	<DEL>	0.68	0.0034	0.771	NA	NA	NA	TRUE	0.00282273530135392
CNV_chr5_121799425_121800659	MUFA_FA_combined	5	121799425	0.0009532	-0.69	23	0.00817632420903	2813	NA	NA	NA	5940	5895/44/1	0.00535	0.3614	0.1354	<DEL>	0.7	0.0059	0.241	NA	NA	NA	TRUE	0.00309123417220145
CNV_chr7_9508197_9536082	MUFA_FA_combined	7	9508197	0.0004428	0.6124	34	0.0120867401351	2813	NA	NA	NA	5940	5907/33/0	0.00292	0.8164	0.04012	<DEL>	0.95	0.0023	1	NA	NA	NA	TRUE	0.00322649255513817
CNV_chr9_35980777_35981976	MUFA_FA_combined	9	35980777	0.0004849	-0.13	847	0.301102026306	2813	NA	NA	NA	5940	4122/1641/177	0.16712	0.7676	-0.007324	<DEL>	0.99	0.1689	0.998	NA	NA	NA	TRUE	0.00331119364301728
CNV_chr10_82123659_82129499	MUFA_FA_combined	10	82123659	0.0002012	-0.7467	25	0.00888730892286	2813	NA	NA	NA	5940	5901/39/0	0.004	0.4677	-0.1157	<DEL>	0.76	0.0037	0.593	NA	NA	NA	TRUE	0.000966526947541139
CNV_chr12_40483869_40485084	MUFA_FA_combined	12	40483869	0.000432	-0.1532	463	0.164592961251	2813	NA	NA	NA	5940	4815/1066/59	0.09321	0.6215	0.01785	<DUP>	0.79	0.0923	0.838	NA	NA	NA	TRUE	0.00247618544223423
CNV_chr12_131657486_131660426	MUFA_FA_combined	12	131657486	0.0009052	-0.5557	36	0.0127977248489	2813	NA	NA	NA	5940	0/75/5865	0.00696	0.9708	0.004711	<DUP>	0.66	0.9942	0.966	NA	NA	NA	TRUE	0.00706265043033117
CNV_chr5_74886684_74891209	PUFA_FA_combined	5	74886684	0.0001387	-0.3412	129	0.0458585140419	2813	NA	NA	NA	5940	5708/231/1	0.02144	0.02394	0.158	<DEL>	0.83	0.0197	1	NA	NA	NA	TRUE	4.5209642169591e-05
CNV_chr7_65696362_65697416	PUFA_FA_combined	7	65696362	0.000575	0.4676	43	0.0152861713473	2813	NA	NA	NA	5940	5913/27/0	0.00712	0.9764	-0.007396	<DUP>	0.3	0.009	0.678	NA	NA	NA	TRUE	0.00476374671981736
CNV_chr7_65784681_65786910	PUFA_FA_combined	7	65784681	5.544e-05	0.5944	41	0.0145751866335	2813	NA	NA	NA	5940	5913/27/0	0.00583	0.7748	-0.07195	<DUP>	0.33	0.0078	0.908	NA	NA	NA	TRUE	0.000474881996621458
CNV_chr18_48995537_48996936	PUFA_FA_combined	18	48995537	0.0003357	0.3166	127	0.0451475293281	2813	NA	NA	NA	5940	5628/309/3	0.02578	0.3035	0.06067	<DEL>	0.96	0.0242	0.984	NA	NA	NA	TRUE	0.00103837741368061
CNV_chr6_8924626_8932593	SFA_FA_combined	6	8924626	0.0007637	-0.6667	26	0.00924280127977	2813	NA	NA	NA	5939	5869/69/1	0.00596	0.3497	0.1106	<DEL>	0.99	0.0052	1	NA	NA	NA	TRUE	0.00246448807923069
CNV_chr10_123982480_123984779	SFA_FA_combined	10	123982480	0.0009803	-0.5026	44	0.0156416637042	2813	NA	NA	NA	5939	5852/87/0	0.0072	0.9535	0.006727	<DEL>	0.87	0.0066	0.5	NA	NA	NA	TRUE	0.007454610782655
CNV_chr11_25427016_25428212	SFA_FA_combined	11	25427016	0.0005302	-0.4816	53	0.0188410949165	2813	NA	NA	NA	5939	1/125/5813	0.01071	0.3393	-0.08488	<DEL>	1	0.9887	1	NA	NA	NA	TRUE	0.00173117030752873
CNV_chr12_2129995_2148805	SFA_FA_combined	12	2129995	0.0005562	-0.2351	219	0.0778528261642	2813	NA	NA	NA	5939	5483/447/9	0.03927	0.5684	-0.02793	<DEL>	0.9	0.0396	0.587	NA	NA	NA	TRUE	0.0028640480154047
CNV_chr1_158897873_158900222	S_ApoA1_combined	1	158897873	0.0002697	-0.1082	1399	0.407159487776	3436	NA	NA	NA	10448	499/3506/6443	0.21541	0.9721	-0.0005916	<DEL>	1	0.7841	0.998	NA	NA	NA	TRUE	0.0024242037530332
CNV_chr4_6680644_6684165	S_ApoA1_combined	4	6680644	0.0006712	0.4103	70	0.0203725261932	3436	NA	NA	NA	10448	10158/289/1	0.01395	0.4525	-0.04427	<DEL>	0.99	0.0156	0.991	NA	NA	NA	TRUE	0.00276365488539159
CNV_chr4_73399922_73404147	S_ApoA1_combined	4	73399922	0.000107	-0.3677	107	0.0311408614668	3436	NA	NA	NA	10448	10071/374/3	0.0178	2.385e-06	0.2868	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	5.89219560873286e-09
CNV_chr11_57874243_57882964	S_ApoA1_combined	11	57874243	0.0003418	-0.9668	14	0.00407450523865	3436	NA	NA	NA	10448	10416/32/0	0.0017	0.03612	0.3765	<DEL>	0.83	0.0015	1	NA	NA	NA	TRUE	0.000151880615343869
CNV_chr12_43907032_43909934	S_ApoA1_combined	12	43907032	0.0005408	-0.2048	323	0.0940046565774	3436	NA	NA	NA	10448	9664/781/3	0.04673	0.2944	-0.04465	<DUP>	0.62	0.049	0.611	NA	NA	NA	TRUE	0.00155156035210796
CNV_chr21_43738825_43741042	S_ApoA1_combined	21	43738825	0.000586	-0.3101	128	0.0372526193248	3436	NA	NA	NA	10448	9948/495/5	0.02134	0.462	0.03854	<DEL>	0.87	0.0206	0.798	NA	NA	NA	TRUE	0.00249462783920407
CNV_chr21_43739443_43741242	S_ApoA1_combined	21	43739443	0.0002898	-0.2832	168	0.0488940628638	3436	NA	NA	NA	10448	9895/548/5	0.02665	0.4782	0.03138	<DEL>	0.99	0.0258	0.99	NA	NA	NA	TRUE	0.00136975438666507
CNV_chr1_24478016_24480515	S_ApoB_combined	1	24478016	0.000891	0.1537	496	0.144311899913	3437	NA	NA	NA	10448	9071/1318/59	0.06864	0.2654	0.03061	<DEL>	0.99	0.0683	0.958	NA	NA	NA	TRUE	0.00221093269657005
CNV_chr2_108694178_108695644	S_ApoB_combined	2	108694178	0.0007029	-0.09322	1658	0.482397439628	3437	NA	NA	NA	10448	5219/4284/945	0.29515	0.366	-0.01463	<DEL>	0.99	0.2953	0.998	NA	NA	NA	TRUE	0.00238363437265739
CNV_chr4_35145131_35150659	S_ApoB_combined	4	35145131	0.0002173	-0.2067	348	0.101251091068	3437	NA	NA	NA	10448	9376/1042/30	0.05405	0.2392	-0.0365	<DEL>	0.97	0.0518	0.993	NA	NA	NA	TRUE	0.000564726435473094
CNV_chr6_15416773_15421272	S_ApoB_combined	6	15416773	4.607e-05	-0.5756	48	0.0139656677335	3437	NA	NA	NA	10448	10268/179/1	0.00772	0.1735	-0.1142	<DUP>	0.87	0.0069	0.939	NA	NA	NA	TRUE	0.000101808098439391
CNV_chr16_86844811_86846356	S_ApoB_combined	16	86844811	0.0002065	0.1146	1183	0.344195519348	3437	NA	NA	NA	10448	6963/3152/333	0.18334	0.3746	0.01616	<DUP>	0.97	0.1816	0.988	NA	NA	NA	TRUE	0.000809681987003818
CNV_chr1_200654200_200657558	S_totalc_combined	1	200654200	0.0005603	-0.5776	36	0.00893300248139	4030	NA	NA	NA	13951	13867/84/0	0.00331	0.5602	0.06367	<DEL>	0.9	0.0034	0.676	NA	NA	NA	TRUE	0.00284579344457407
CNV_chr3_56760252_56766451	S_totalc_combined	3	56760252	0.0002138	0.3291	126	0.0312655086849	4030	NA	NA	NA	13951	13550/399/2	0.01427	0.9036	-0.006253	<DEL>	0.98	0.0141	0.958	NA	NA	NA	TRUE	0.00184531653701803
CNV_chr4_73399922_73404147	S_totalc_combined	4	73399922	1.172e-08	-0.4929	130	0.0322580645161	4030	NA	NA	NA	13951	13452/494/5	0.01798	1.496e-22	0.5205	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	1.21883318028529e-28
CNV_chr11_24421506_24429351	S_totalc_combined	11	24421506	0.0007493	-0.1455	558	0.138461538462	4030	NA	NA	NA	13951	12018/1854/79	0.0734	0.9845	0.0004616	<DEL>	0.93	0.0736	0.988	NA	NA	NA	TRUE	0.00605787066866042
CNV_chr1_54626607_54630309	S_ldlc_combined	1	54626607	0.0006181	0.0907	1644	0.52557544757	3128	NA	NA	NA	8904	3382/4172/1350	0.38608	0.003216	-0.04727	<DEL>	1	0.3763	0.998	NA	NA	NA	TRUE	2.80847226691169e-05
CNV_chr4_73399922_73404147	S_ldlc_combined	4	73399922	0.0001655	-0.3804	93	0.0297314578005	3128	NA	NA	NA	8904	8590/311/3	0.01749	3.237e-16	0.5497	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	2.43075183728971e-18
CNV_chr19_5509388_5510858	S_ldlc_combined	19	5509388	0.000812	0.1837	375	0.119884910486	3128	NA	NA	NA	8904	8377/521/6	0.05433	0.6879	0.02022	<DEL>	0.43	0.0546	0.333	NA	NA	NA	TRUE	0.00474236820832113
CNV_chr4_73399922_73404147	S_ldlc_semi_combined	4	73399922	0.0005339	-0.6884	26	0.0374100719424	695	NA	NA	NA	4068	3911/155/2	0.01983	3.315e-06	0.4321	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	3.7437098226984e-08
CNV_chr12_60938718_60939778	S_ldlc_semi_combined	12	60938718	7.049e-05	-0.8732	22	0.031654676259	695	NA	NA	NA	4068	3882/185/1	0.01842	0.7141	0.03603	<DEL>	0.69	0.0182	0.759	NA	NA	NA	TRUE	0.000548509819178798
CNV_chr12_130647374_130649323	S_ldlc_semi_combined	12	130647374	0.0008513	0.2341	191	0.274820143885	695	NA	NA	NA	4068	2698/1208/162	0.18858	0.9227	-0.002741	<DEL>	0.99	0.1874	0.665	NA	NA	NA	TRUE	0.00640114957468815
CNV_chr4_73399922_73404147	S_hdlc_combined	4	73399922	0.0001741	-0.3252	130	0.0322660709854	4029	NA	NA	NA	13950	13451/494/5	0.01798	0.01013	0.135	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	2.51284804958276e-05
CNV_chr8_111281867_111284866	S_hdlc_combined	8	111281867	0.0003021	0.09053	2057	0.510548523207	4029	NA	NA	NA	13950	1302/5815/6833	0.30173	0.9857	-0.0002329	<DEL>	1	0.6977	0.997	NA	NA	NA	TRUE	0.00271550191073631
CNV_chr21_43739443_43741242	S_hdlc_combined	21	43739443	0.0005669	-0.2485	198	0.0491437081162	4029	NA	NA	NA	13950	13235/706/9	0.02593	0.9404	0.002954	<DEL>	0.99	0.0258	0.99	NA	NA	NA	TRUE	0.00455106506728254
CNV_chr1_225867647_225869846	S_hdlc_males	1	225867647	0.0005757	-0.6624	27	0.00758640067435	3559	NA	NA	NA	10183	10007/176/0	0.00594	0.2032	0.1529	<DUP>	0.59	0.0069	0.637	NA	NA	NA	TRUE	0.00117607959630405
CNV_chr1_225868222_225870596	S_hdlc_males	1	225868222	0.0001509	-0.7194	28	0.0078673784771	3559	NA	NA	NA	10183	10007/176/0	0.0059	0.196	0.1565	<DUP>	0.59	0.0069	0.56	NA	NA	NA	TRUE	0.000338014887435524
CNV_chr4_73399922_73404147	S_hdlc_males	4	73399922	0.000618	-0.3231	108	0.0303456026974	3559	NA	NA	NA	10183	9831/349/3	0.01731	0.07376	0.1123	<DEL>	0.73	0.0179	0.973	NA	NA	NA	TRUE	0.000501236358410701
CNV_chr10_131616479_131619309	S_hdlc_males	10	131616479	0.0007498	1.01	11	0.00309075583029	3559	NA	NA	NA	10183	10146/36/1	0.00213	0.03612	-0.3429	<DEL>	0.79	0.0019	1	NA	NA	NA	TRUE	0.000311901839435504
CNV_chr12_11019535_11022492	S_hdlc_males	12	11019535	0.0009256	0.1903	348	0.0977802753582	3559	NA	NA	NA	10183	28/1204/8951	0.05058	0.3972	0.03496	<DUP>	0.71	0.9496	0.765	NA	NA	NA	TRUE	0.00327515231184392
CNV_chr17_43439631_43440886	S_hdlc_females	17	43439631	0.0006068	0.247	234	0.497872340426	470	NA	NA	NA	3767	1774/1602/391	0.31693	0.7615	-0.007569	<DEL>	0.99	0.3038	0.92	NA	NA	NA	TRUE	0.00401073546323303
CNV_chr3_140803678_140805403	HDL2_C_combined	3	140803678	0.0001894	-1.071	12	0.00382043935053	3141	NA	NA	NA	7782	7761/21/0	0.00179	0.09151	-0.4415	<DEL>	0.46	0.0016	0.447	NA	NA	NA	TRUE	0.000207341888551692
CNV_chr11_57874243_57882964	HDL2_C_combined	11	57874243	0.0003129	-1.01	13	0.0041388092964	3141	NA	NA	NA	7782	7758/24/0	0.00172	0.4751	0.1498	<DEL>	0.83	0.0015	1	NA	NA	NA	TRUE	0.00145891608872836
CNV_chr11_106915501_106918850	HDL2_C_combined	11	106915501	0.0008547	0.1151	958	0.30499840815	3141	NA	NA	NA	7782	5420/2171/191	0.16402	0.2352	-0.02593	<DEL>	1	0.1673	0.998	NA	NA	NA	TRUE	0.00191216988453281
CNV_chr12_40483869_40485084	HDL2_C_combined	12	40483869	0.0006836	0.1385	522	0.166189111748	3141	NA	NA	NA	7782	6333/1374/75	0.09181	0.1357	-0.04788	<DUP>	0.79	0.0923	0.838	NA	NA	NA	TRUE	0.000954124490755201
CNV_chr20_14800133_14806044	HDL2_C_combined	20	14800133	0.0004198	0.9734	13	0.0041388092964	3141	NA	NA	NA	7782	7764/18/0	0.00155	0.6712	0.09821	<DEL>	0.71	0.0015	0.332	NA	NA	NA	TRUE	0.00258507419885876
CNV_chr21_43739443_43741242	HDL2_C_combined	21	43739443	0.0001971	-0.3009	156	0.0496657115568	3141	NA	NA	NA	7782	7383/396/3	0.02575	0.6854	0.02112	<DEL>	0.99	0.0258	0.99	NA	NA	NA	TRUE	0.00133870456983479
CNV_chr21_44195108_44196817	HDL2_C_combined	21	44195108	0.0009135	0.08589	1613	0.5135307227	3141	NA	NA	NA	7782	1297/3726/2759	0.40724	0.8425	0.003433	<DEL>	0.9	0.5876	0.245	NA	NA	NA	TRUE	0.00628752495984383
